byte offset: 0
12474 12476 12477
12478 12477 12476
12477 12478 12479
12473 12474 12480
12477 12480 12474
12480 12481 12473
12481 12480 12482
12483 12482 12480
12480 12477 12483
12479 12483 12477
12482 12483 12484
12485 12484 12483
12483 12479 12485
12484 12485 12486
12482 12487 12481
12487 12482 12488
12484 12488 12482
12488 12484 12489
12486 12489 12484
12489 12486 12490
12491 12489 12490
12489 12491 12492
12493 12492 12491
12492 12493 12494
12494 12495 12492
12489 12495 12488
12495 12489 12492
12495 12494 12496
12497 12496 12494
12496 12497 12498
12499 12494 12493
12494 12499 12497
12498 12500 12496
12500 12498 12501
12502 12501 12498
12501 12502 12503
12502 12504 12503
12504 12502 12505
12502 12506 12505
12506 12502 12507
12498 12507 12502
12507 12498 12497
12506 12508 12505
12508 12506 12509
12509 12510 12508
12511 12508 12510
12508 12511 12512
12512 12505 12508
12505 12512 12504
12510 12509 12513
12507 12514 12506
12514 12507 12515
12516 12506 12514
12506 12516 12509
12509 12516 12517
12513 12509 12517
12518 12513 12517
12497 12515 12507
12515 12497 12499
12519 12512 12511
12512 12519 12520
12520 12504 12512
12504 12520 12521
12521 12503 12504
12503 12521 12522
12522 12501 12503
12501 12522 12523
12524 12501 12523
12501 12524 12500
12524 12525 12500
12525 12524 12526
12525 12496 12500
12496 12525 12495
12526 12487 12525
12487 12526 12527
12527 12481 12487
12481 12527 12528
12488 12525 12487
12525 12488 12495
12528 12473 12481
12473 12528 12472
12529 12530 12531
12530 12529 12532
12529 12533 12532
12533 12529 12534
12531 12530 12535
12486 12531 12535
12536 12486 12535
12486 12536 12490
12491 12490 12536
12531 12486 12485
12485 12529 12531
12529 12485 12479
12479 12534 12529
12534 12479 12478
12537 12538 12539
12540 12537 12539
12539 12541 12540
12537 12540 12542
12468 12471 12543
12543 12544 12468
12544 12543 12545
12546 12468 12544
12468 12546 12463
12547 12463 12546
12463 12547 12466
12547 12470 12466
12470 12547 12548
12549 12544 12545
12544 12549 12550
12550 12546 12544
12551 12550 12549
12550 12551 12552
12552 12553 12550
12546 12550 12553
12553 12552 12554
12555 12553 12554
12553 12555 12556
12557 12556 12555
12556 12557 12558
12559 12552 12551
12552 12559 12560
12560 12561 12552
12552 12561 12562
12561 12563 12562
12563 12561 12564
12564 12565 12563
12565 12564 12566
12561 12560 12567
12567 12564 12561
12568 12567 12560
12567 12568 12569
12569 12570 12567
12564 12567 12570
12570 12566 12564
12570 12569 12571
12571 12572 12570
12566 12570 12572
12572 12571 12573
12574 12569 12568
12569 12574 12575
12575 12571 12569
12571 12575 12576
12576 12573 12571
12573 12576 12577
12576 12578 12577
12578 12576 12579
12579 12580 12578
12580 12579 12581
12582 12581 12579
12582 12576 12575
12576 12582 12579
12581 12582 12583
12583 12584 12581
12584 12583 12585
12586 12581 12584
12581 12586 12580
12587 12585 12583
12585 12587 12588
12588 12589 12585
12589 12588 12590
12591 12589 12590
12589 12591 12592
12593 12589 12592
12589 12593 12594
12585 12594 12584
12594 12585 12589
12595 12593 12592
12593 12595 12596
12597 12596 12595
12595 12598 12597
12598 12595 12599
12592 12599 12595
12599 12592 12591
12596 12597 12600
12601 12594 12593
12594 12601 12602
12593 12603 12601
12603 12593 12596
12596 12604 12603
12600 12604 12596
12605 12604 12600
12602 12584 12594
12584 12602 12586
12599 12606 12598
12606 12599 12607
12591 12607 12599
12607 12591 12608
12590 12608 12591
12608 12590 12609
12588 12609 12590
12609 12588 12610
12588 12611 12610
12611 12588 12587
12612 12611 12587
12611 12612 12613
12583 12612 12587
12612 12583 12582
12574 12613 12612
12613 12574 12614
12568 12614 12574
12614 12568 12615
12612 12575 12574
12575 12612 12582
12560 12615 12568
12615 12560 12559
12616 12617 12618
12617 12616 12619
12620 12616 12618
12616 12620 12621
12619 12622 12617
12619 12573 12622
12573 12623 12622
12623 12573 12577
12578 12623 12577
12573 12619 12572
12616 12572 12619
12572 12616 12566
12621 12566 12616
12566 12621 12565
12624 12625 12626
12624 12627 12625
12625 12627 12628
12627 12624 12629
12630 12558 12631
12558 12630 12556
12630 12553 12556
12553 12630 12546
